loan_id,age,income,employment_years,credit_score,loan_amount,loan_term_months,interest_rate,debt_to_income,home_ownership,loan_purpose,previous_defaults,loan_status
L000896,68,94254,3,494,34327,24,7.59,0.68,Rent,Home,2,1
L000337,27,97978,18,775,9383,60,6.18,0.54,Own,Personal,1,1
L000570,58,85841,11,534,24502,60,17.79,0.65,Mortgage,Auto,2,0
L000403,65,86383,33,669,48645,36,17.96,0.4,Rent,Personal,0,0
L000130,37,70834,33,669,38598,60,13.72,0.59,Own,Personal,2,1
L000592,34,38960,14,569,15050,12,8.13,0.67,Own,Home,0,1
L000949,32,106376,10,377,43397,60,17.91,0.29,Own,Auto,0,1
L000878,29,17059,31,402,7550,36,3.93,0.35,Rent,Education,0,0
L000732,27,67598,34,481,20168,36,15.09,0.28,Rent,Education,0,0
L000141,67,136432,9,772,45187,24,6.66,0.66,Rent,Personal,2,1
L000990,69,70575,1,469,28863,12,15.93,0.79,Rent,Business,1,0
L000046,45,100869,32,521,40016,12,6.39,0.35,Rent,Business,0,1
L000455,53,17599,27,744,47296,24,8.07,0.15,Mortgage,Auto,0,0
L000885,52,25508,21,772,32326,60,13.56,0.61,Rent,Personal,2,1
L000406,67,93098,0,528,29869,12,17.38,0.13,Own,Education,0,1
L000823,58,107926,28,711,34546,12,7.08,0.41,Rent,Auto,0,0
L000194,53,57015,19,643,3048,24,17.55,0.69,Own,Personal,0,0
L000795,27,44036,1,592,43222,60,15.48,0.17,Own,Personal,1,1
L000445,31,44714,22,787,5446,36,10.46,0.06,Own,Home,0,0
L000063,42,112878,5,525,9280,12,8.19,0.15,Mortgage,Auto,0,1
L000691,43,58089,0,688,41419,36,13.43,0.72,Rent,Education,0,1
L000660,50,95853,3,594,37206,60,16.43,0.19,Mortgage,Personal,0,0
L000521,23,92742,3,675,12412,60,9.49,0.53,Mortgage,Home,0,1
L000010,28,51969,22,640,4851,60,7.11,0.38,Rent,Auto,0,0
L000369,23,69944,10,435,38389,60,5.03,0.44,Mortgage,Auto,0,1
L000526,48,113233,2,447,36096,24,9.33,0.62,Rent,Home,1,1
L000849,26,143136,27,474,13728,24,12.67,0.33,Rent,Auto,0,1
L000912,60,106699,1,686,47519,24,9.63,0.12,Rent,Home,0,0
L000957,65,70510,19,766,5982,24,14.93,0.72,Mortgage,Home,0,0
L000512,34,90148,3,468,25322,60,7.66,0.36,Mortgage,Education,0,0
L000426,43,124618,7,817,11852,24,5.62,0.68,Mortgage,Personal,2,0
L000739,41,52758,0,740,43957,12,7.52,0.25,Rent,Business,2,0
L000394,69,25397,23,605,10921,36,11.09,0.26,Rent,Personal,1,1
L000100,66,142123,15,498,43348,36,6.47,0.76,Rent,Personal,0,1
L000122,40,132153,13,812,38641,36,9.22,0.63,Rent,Home,1,1
L000273,56,104492,1,800,28385,12,7.98,0.07,Mortgage,Business,2,0
L000636,36,55732,14,307,46964,60,13.97,0.12,Mortgage,Auto,2,1
L000282,21,67453,4,397,5931,36,9.57,0.28,Mortgage,Auto,1,0
L000322,21,21142,1,773,37637,24,6.26,0.72,Mortgage,Personal,2,0
L000294,67,83406,31,832,46860,36,9.07,0.6,Rent,Personal,0,1
L000247,35,146687,18,391,42122,36,7.74,0.27,Own,Personal,1,0
L000470,41,51949,21,660,16295,36,11.31,0.51,Rent,Home,2,1
L000156,27,142810,1,495,3421,24,15.56,0.64,Rent,Personal,0,0
L000963,61,16078,13,821,42067,24,11.63,0.21,Rent,Home,2,1
L000429,62,71223,32,390,9047,12,12.45,0.16,Mortgage,Education,0,1
L000169,38,79672,18,581,12218,36,10.57,0.8,Rent,Education,2,1
L000364,62,79749,38,710,24027,60,10.1,0.06,Own,Home,2,1
L000129,43,84428,4,534,3523,12,5.64,0.37,Own,Business,1,0
L000589,31,127429,9,372,2418,12,10.95,0.2,Own,Home,0,1
L000627,26,97692,20,627,45948,60,4.14,0.41,Rent,Business,0,0
L000893,44,61221,26,479,37489,60,6.47,0.56,Rent,Home,0,1
L000030,36,119140,34,480,37284,12,10.51,0.79,Rent,Education,0,0
L000500,52,31987,4,781,44632,24,11.94,0.66,Rent,Home,1,0
L000195,70,102215,2,836,34662,12,11.05,0.08,Own,Home,0,0
L000078,33,110292,29,353,4848,12,9.5,0.28,Mortgage,Home,2,1
L000448,64,91987,10,535,17172,36,14.34,0.35,Mortgage,Personal,2,1
L000019,67,126075,33,410,15922,60,10.44,0.63,Rent,Business,1,1
L000326,53,61858,16,352,1943,24,6.77,0.19,Rent,Auto,1,1
L000218,59,88062,26,407,38944,36,15.7,0.56,Rent,Personal,2,0
L000509,48,62187,7,432,36337,36,9.43,0.48,Own,Auto,0,1
L000954,58,31633,37,551,35385,60,7.83,0.24,Own,Home,1,1
L000956,39,28207,11,393,11727,24,16.01,0.62,Rent,Education,1,1
L000477,50,138410,40,434,16705,24,10.55,0.72,Rent,Auto,2,1
L000811,50,91547,17,521,43381,60,11.87,0.64,Own,Business,0,0
L000164,35,113956,27,594,46342,60,12.7,0.67,Own,Education,1,0
L000834,52,24599,16,489,7390,36,13.97,0.76,Rent,Personal,0,1
L000608,48,140444,23,684,46798,36,12.39,0.16,Mortgage,Home,0,0
L000977,65,30847,5,464,38799,12,13.23,0.51,Own,Personal,2,0
L000340,37,66248,1,802,47669,60,3.26,0.62,Rent,Business,0,0
L000420,55,18937,6,710,41124,36,17.39,0.44,Rent,Personal,0,0
L000685,61,50311,5,517,27491,36,5.54,0.78,Mortgage,Education,0,0
L000735,25,93311,30,481,20130,24,12.24,0.69,Rent,Auto,2,0
L000203,50,111257,19,541,1278,12,5.65,0.09,Mortgage,Education,1,1
L000069,58,139437,38,683,40541,36,9.34,0.74,Own,Auto,0,0
L000034,29,45335,1,547,7800,24,3.38,0.64,Rent,Business,2,0
L000917,60,100037,31,678,13101,60,17.73,0.1,Mortgage,Home,1,0
L000073,33,23907,6,783,4114,60,6.83,0.77,Own,Home,1,0
L000230,53,51350,20,345,13480,36,10.03,0.44,Mortgage,Business,0,0
L000190,26,69156,7,829,20214,24,8.74,0.55,Mortgage,Business,2,1
L000945,37,25856,16,524,31920,36,13.75,0.59,Rent,Education,0,0
L000518,37,78248,31,411,17941,36,9.26,0.18,Own,Personal,0,1
L000595,47,19427,13,706,31722,60,6.2,0.27,Rent,Business,0,0
L000558,54,131471,14,572,35855,60,5.35,0.51,Mortgage,Home,0,0
L000367,23,37324,18,731,35340,12,15.66,0.24,Own,Business,0,0
L000182,68,139940,36,374,28671,60,16.35,0.42,Own,Personal,2,1
L000202,31,37493,21,623,19396,12,16.55,0.39,Own,Business,0,0
L000792,33,66915,0,730,45442,24,14.52,0.7,Mortgage,Business,0,1
L000910,41,142404,31,752,7782,36,10.72,0.23,Mortgage,Home,0,0
L000694,45,87136,6,758,15761,60,12.93,0.51,Rent,Business,1,1
L000157,41,112749,11,821,36638,12,9.08,0.44,Mortgage,Auto,2,0
L000092,64,110125,21,424,25569,24,7.97,0.6,Own,Auto,1,0
L000729,59,105982,28,776,12343,12,15.15,0.63,Own,Auto,2,1
L000993,58,47232,5,444,20551,12,6.93,0.72,Mortgage,Education,0,1
L000427,64,88188,38,818,32321,60,7.77,0.71,Own,Auto,2,1
L000569,49,121247,38,850,7143,36,4.59,0.54,Rent,Education,0,1
L000003,59,59861,22,810,41554,24,8.32,0.25,Mortgage,Auto,0,0
L000848,43,37270,6,845,19314,60,7.91,0.27,Rent,Auto,0,0
L000095,66,126576,7,834,33771,60,17.27,0.65,Mortgage,Personal,2,1
L000653,50,117606,19,840,9852,36,9.84,0.19,Rent,Education,2,1
L000816,44,119778,18,816,20837,24,7.76,0.12,Own,Personal,0,0
L000753,28,42011,23,686,45218,24,3.51,0.8,Rent,Home,2,1
L000119,68,20054,23,731,12832,24,14.14,0.44,Own,Auto,0,0
L000418,29,96897,29,327,17414,36,16.73,0.16,Rent,Education,0,1
L000598,70,124625,15,691,5906,12,16.45,0.73,Rent,Business,1,0
L000862,25,98133,19,586,28387,60,6.09,0.68,Mortgage,Personal,1,1
L000952,25,139820,13,688,30208,36,12.73,0.36,Own,Business,0,0
L000560,66,90493,35,374,42432,36,15.11,0.77,Own,Personal,0,1
L000179,33,28695,17,626,30409,60,11.93,0.66,Own,Home,0,0
L000674,44,54059,39,453,3685,60,14.88,0.05,Own,Business,1,1
L000783,39,36549,15,643,30838,12,9.42,0.48,Own,Business,0,0
L000013,66,44759,5,712,6224,24,16.91,0.6,Rent,Home,1,1
L000988,68,35037,3,761,40023,36,6.6,0.53,Rent,Business,0,1
L000317,55,131313,5,844,22356,60,11.21,0.24,Mortgage,Business,0,0
L000997,69,59569,14,368,8642,24,10.77,0.2,Own,Personal,0,1
L000738,58,96314,4,813,29701,12,5.36,0.42,Own,Business,2,1
L000692,22,97844,40,461,9492,24,5.37,0.75,Mortgage,Personal,0,0
L000983,56,22912,6,554,41702,12,16.04,0.34,Rent,Business,1,0
L000228,59,21525,12,695,30092,12,7.73,0.08,Own,Education,0,0
L000840,36,64951,30,507,3137,60,10.02,0.63,Mortgage,Business,2,1
L000479,44,104086,18,345,41885,12,13.66,0.05,Own,Auto,0,0
L000068,28,69344,33,570,48809,24,7.21,0.15,Mortgage,Business,2,1
L000829,32,126019,24,304,21627,12,14.23,0.79,Own,Auto,1,1
L000167,26,30966,26,502,26276,36,12.82,0.23,Mortgage,Education,0,0
L000456,59,50373,13,385,4736,60,10.37,0.34,Rent,Home,0,0
L000175,31,146432,26,662,42900,12,11.55,0.28,Mortgage,Education,0,0
L000304,56,76019,33,727,18394,36,5.8,0.1,Own,Business,0,0
L000591,24,45478,26,771,5330,24,6.41,0.78,Rent,Personal,0,1
L000579,23,92426,6,782,24340,24,8.92,0.45,Mortgage,Business,0,0
L000339,38,42697,29,492,31987,24,4.19,0.27,Rent,Home,0,1
L000347,23,99216,27,834,18694,12,10.54,0.51,Rent,Education,0,0
L000077,68,145093,12,410,20957,60,15.81,0.64,Own,Business,2,1
L000027,29,45597,38,423,4193,12,13.83,0.41,Own,Personal,0,1
L000918,61,54447,19,721,13670,60,15.37,0.09,Mortgage,Education,2,1
L000845,28,41044,24,475,17897,24,9.05,0.13,Mortgage,Home,2,0
L000731,38,129175,10,460,31463,24,13.77,0.17,Mortgage,Auto,2,1
L000112,32,130255,4,733,11102,60,14.11,0.07,Rent,Auto,2,1
L000776,23,83883,37,448,33906,12,11.27,0.62,Rent,Personal,2,1
L000237,25,119119,18,419,11136,24,5.63,0.08,Rent,Home,0,1
L000217,53,131729,24,573,44036,12,7.08,0.27,Own,Home,0,1
L000924,38,87938,6,668,21140,12,6.03,0.64,Mortgage,Education,1,1
L000931,47,96975,4,390,43343,36,14.15,0.74,Rent,Education,2,1
L000773,70,76450,26,370,3363,12,17.93,0.52,Mortgage,Business,1,1
L000071,23,135954,20,760,33523,24,15.04,0.25,Rent,Education,2,1
L000066,42,138821,20,818,34858,36,15.67,0.33,Mortgage,Personal,0,0
L000145,58,50630,21,375,36215,36,14.27,0.74,Mortgage,Home,1,0
L000494,36,117093,35,536,36995,24,10.82,0.65,Mortgage,Personal,2,1
L000219,64,32388,21,418,26374,24,4.02,0.27,Rent,Business,2,0
L000014,36,101452,23,625,1523,36,8.36,0.42,Mortgage,Business,0,0
L000850,50,110591,35,569,28948,36,7.5,0.76,Rent,Home,0,1
L000832,31,62116,5,496,34066,12,11.91,0.57,Rent,Business,1,1
L000018,24,66993,28,517,33802,36,5.15,0.3,Rent,Home,2,1
L000594,21,123225,5,365,5903,12,12.99,0.48,Mortgage,Education,1,1
L000480,65,17386,18,447,11465,60,13.83,0.33,Mortgage,Personal,0,0
L000053,29,25097,27,674,35286,24,5.04,0.27,Mortgage,Home,0,0
L000338,25,133084,3,485,30321,24,13.75,0.38,Own,Auto,1,1
L000672,30,145221,31,420,44838,24,4.69,0.09,Own,Business,0,1
L000151,56,68677,7,359,40256,60,11.11,0.07,Own,Education,2,1
L000358,54,39496,35,586,26920,12,4.52,0.06,Rent,Personal,0,0
L000081,66,95663,6,491,42618,60,17.09,0.63,Mortgage,Business,0,1
L000313,63,35111,33,490,32531,24,10.01,0.5,Mortgage,Auto,0,1
L000266,39,53068,10,362,10663,60,16.41,0.27,Rent,Home,0,0
L000506,70,85229,39,398,13480,24,16.72,0.18,Own,Personal,0,1
L000613,25,50112,0,450,26780,60,9.09,0.49,Mortgage,Education,0,1
L000076,52,148140,22,481,4196,12,12.84,0.29,Rent,Home,1,0
L000926,61,101332,35,475,44081,24,8.92,0.76,Rent,Home,0,1
L000366,56,135666,25,450,40574,12,17.76,0.07,Own,Auto,1,0
L000173,21,64945,26,549,45868,24,7.32,0.68,Own,Auto,1,1
L000671,23,80445,31,558,29514,60,10.98,0.76,Own,Business,0,0
L000959,55,92207,22,621,4870,12,5.44,0.56,Own,Home,0,0
L000222,65,146301,7,441,38714,24,5.08,0.47,Rent,Personal,0,0
L000666,60,43833,14,844,7284,12,8.75,0.53,Own,Home,1,0
L000279,25,61294,30,776,5450,36,7.06,0.15,Own,Business,0,0
L000761,26,121151,3,560,29897,12,16.13,0.67,Own,Home,0,1
L000242,29,38718,15,671,38088,60,5.98,0.34,Own,Education,0,0
L000398,41,53882,38,802,13973,24,15.01,0.8,Mortgage,Personal,0,0
L000435,63,136584,15,417,46719,60,17.74,0.31,Rent,Auto,1,1
L000625,51,93758,33,760,9708,24,16.5,0.16,Rent,Education,2,0
L000505,37,135423,33,604,20107,12,13.84,0.79,Own,Education,0,0
L000489,70,141506,9,377,6456,36,15.22,0.74,Rent,Business,1,1
L000415,36,142810,0,595,5774,36,7.28,0.5,Rent,Auto,0,0
L000567,25,138758,31,371,46222,60,5.59,0.45,Rent,Business,0,0
L000984,56,136178,37,768,49641,60,3.47,0.09,Own,Personal,2,1
L000024,36,122065,8,473,1086,60,3.55,0.56,Mortgage,Auto,0,1
L000374,47,129554,16,425,16212,36,15.18,0.42,Own,Home,1,1
L000419,42,72254,11,415,40707,12,3.04,0.79,Mortgage,Auto,0,1
L000297,64,44193,1,799,30629,60,6.31,0.09,Rent,Home,0,0
L000189,39,60227,30,413,12489,60,8.16,0.41,Mortgage,Home,2,1
L000004,46,56283,39,471,48565,24,15.88,0.65,Own,Business,0,1
L000622,44,82253,20,754,14348,60,17.63,0.37,Mortgage,Home,0,0
L000327,67,47892,35,417,18579,60,10.9,0.54,Rent,Home,0,1
L000395,50,109134,25,599,19413,12,7.25,0.58,Rent,Education,2,1
L000656,21,76279,9,534,28536,36,13.95,0.77,Own,Personal,2,1
L000054,55,128726,26,773,46079,36,9.38,0.76,Own,Home,2,1
L000033,32,119821,31,779,22485,24,7.25,0.39,Own,Home,2,1
L000847,27,100381,40,465,43771,24,4.7,0.17,Own,Business,0,1
L000431,21,19497,0,438,41158,12,7.59,0.18,Mortgage,Auto,0,0
L000110,37,77114,14,756,26626,12,15.3,0.76,Own,Business,0,1
L000049,67,85887,36,589,7476,24,6.57,0.28,Mortgage,Personal,1,0
L000881,68,76910,40,787,8150,12,8.25,0.13,Rent,Education,0,0
L000617,43,72168,35,416,12679,60,6.53,0.09,Rent,Personal,2,1
L000767,27,100759,29,840,49190,24,9.34,0.34,Own,Business,0,0
L000064,44,149880,8,700,17355,12,6.36,0.47,Own,Personal,1,0
L000709,27,57157,2,574,1965,60,16.46,0.65,Own,Business,1,0
L000561,53,80604,40,769,24973,36,9.9,0.41,Mortgage,Home,0,0
L000097,54,64196,22,628,47126,24,11.16,0.36,Rent,Business,0,0
L000843,56,77665,28,420,6567,24,9.39,0.33,Mortgage,Education,1,1
L000937,44,40543,24,597,32204,24,13.84,0.62,Rent,Personal,0,0
L000155,38,66024,21,746,10548,60,14.59,0.39,Own,Education,0,0
L000557,22,144226,13,824,9103,12,12.73,0.72,Mortgage,Home,0,1
L000830,38,100545,4,331,39777,60,4.66,0.68,Mortgage,Auto,1,1
L000350,47,69813,11,355,26296,12,10.81,0.7,Own,Home,0,1
L000790,44,56727,26,367,6774,12,3.55,0.18,Rent,Education,0,1
L000842,24,15581,7,476,15274,36,8.93,0.11,Rent,Business,2,1
L000588,38,37061,38,506,26001,60,10.32,0.13,Rent,Home,2,1
L000536,25,127958,9,632,41112,12,6.41,0.23,Own,Education,2,1
L000306,51,144883,23,781,3126,60,3.17,0.4,Own,Auto,2,1
L000059,21,84230,37,322,36517,24,17.01,0.64,Own,Education,0,0
L000121,62,147490,23,502,30578,36,10.02,0.4,Rent,Auto,0,1
L000962,36,102494,40,617,25911,12,15.48,0.52,Own,Business,1,0
L000288,53,113721,22,582,20736,24,6.49,0.73,Mortgage,Auto,1,1
L000772,68,89132,16,810,11433,24,3.18,0.2,Mortgage,Business,0,0
L000384,42,45658,15,301,31358,24,15.74,0.28,Mortgage,Auto,2,1
L000894,53,39843,26,620,42443,12,9.44,0.71,Mortgage,Personal,2,1
L000253,68,145814,21,360,35743,12,5.43,0.38,Rent,Personal,1,0
L000751,55,59849,5,462,18789,36,14.86,0.13,Own,Auto,0,0
L000043,52,59272,17,758,20768,12,12.96,0.77,Mortgage,Auto,1,1
L000396,38,59219,29,414,27706,12,10.44,0.63,Own,Personal,2,1
L000162,61,120247,13,641,8375,12,5.96,0.76,Own,Business,1,1
L000148,70,144217,32,757,28877,12,13.73,0.38,Own,Home,1,1
L000383,69,123048,26,391,14189,60,5.25,0.22,Own,Business,1,0
L000433,51,98453,30,746,31265,24,12.93,0.48,Rent,Education,2,0
L000883,69,81526,40,655,16338,24,11.65,0.71,Own,Business,1,1
L000916,27,72020,32,335,27050,12,12.38,0.63,Own,Home,2,1
L000286,47,136692,37,715,48505,24,3.95,0.69,Mortgage,Personal,0,1
L000249,64,91177,25,787,32262,12,6.82,0.64,Mortgage,Personal,1,1
L000481,36,41532,8,455,14096,60,9.62,0.27,Mortgage,Personal,0,1
L000276,49,114120,31,343,27468,36,13.6,0.55,Rent,Education,0,1
L000572,33,31856,15,380,6760,60,12.33,0.39,Own,Home,0,1
L000675,48,64417,2,743,29354,12,9.58,0.41,Rent,Auto,0,0
L000204,24,89850,38,759,10898,60,8.49,0.46,Rent,Auto,0,0
L000089,37,100991,23,514,46175,60,17.97,0.1,Mortgage,Personal,2,1
L000635,31,133931,24,527,36323,12,11.48,0.1,Mortgage,Auto,0,1
L000011,49,108998,18,483,8235,60,3.37,0.34,Mortgage,Home,0,0
L000070,66,130691,38,722,41397,12,9.11,0.34,Mortgage,Business,0,0
L000999,46,116307,37,757,47724,12,10.98,0.38,Mortgage,Personal,0,0
L000964,21,57208,29,338,30949,60,17.18,0.6,Mortgage,Education,0,1
L000471,22,32593,36,327,25361,36,12.21,0.65,Rent,Personal,0,1
L000091,32,105000,7,517,30457,60,11.93,0.07,Own,Auto,0,1
L000515,35,64515,5,638,18938,60,4.85,0.45,Rent,Auto,2,0
L000240,25,63070,1,426,40214,24,4.38,0.45,Mortgage,Auto,0,1
L000277,46,73124,17,798,5587,60,6.58,0.73,Rent,Education,2,0
L000632,70,65714,38,742,39998,12,8.61,0.25,Own,Education,0,0
L000255,30,33344,4,849,17680,12,12.54,0.46,Mortgage,Personal,1,1
L000174,24,57877,27,703,42928,24,8.26,0.51,Own,Auto,0,1
L000596,49,38053,33,710,8358,12,8.14,0.51,Own,Auto,0,1
L000280,45,88899,25,694,12374,24,13.12,0.09,Mortgage,Home,1,1
L000205,32,65794,11,771,9480,36,9.22,0.8,Rent,Auto,0,1
L000373,59,73655,26,346,10741,24,15.46,0.06,Own,Personal,0,0
L000241,53,124994,15,837,4812,36,5.81,0.26,Own,Personal,1,1
L000370,27,124440,18,562,9973,24,13.64,0.79,Mortgage,Education,2,1
L000183,65,109547,15,635,19249,12,6.63,0.08,Rent,Auto,0,0
L000449,37,85006,6,600,47426,12,4.72,0.35,Mortgage,Auto,0,0
L000375,33,92020,30,841,37637,24,12.17,0.41,Mortgage,Business,0,0
L000458,42,28445,4,686,7959,24,5.05,0.06,Own,Auto,1,0
L000680,30,143135,1,386,11802,12,9.54,0.1,Mortgage,Home,0,1
L000537,67,18289,13,803,35363,12,10.09,0.73,Rent,Home,2,0
L000330,41,146615,17,685,28172,60,11.77,0.75,Own,Personal,1,1
L000301,55,128145,25,669,36044,12,7.08,0.57,Mortgage,Auto,2,0
L000199,41,90557,38,524,29915,24,6.74,0.77,Own,Home,0,1
L000391,38,43791,23,627,19433,12,10.14,0.07,Rent,Home,1,0
L000088,24,146689,29,509,15690,60,5.47,0.79,Own,Business,2,1
L000289,21,57078,33,807,47234,24,15.4,0.37,Mortgage,Business,0,0
L000497,33,149429,24,321,35618,60,4.65,0.21,Mortgage,Home,2,1
L000629,57,104353,10,720,3340,60,13.95,0.65,Rent,Home,2,1
L000628,30,20501,1,651,17988,12,11.67,0.8,Own,Personal,0,0
L000947,29,78722,16,355,7521,60,9.15,0.76,Own,Auto,1,0
L000780,53,90178,34,691,35001,24,15.58,0.14,Own,Auto,0,0
L000820,68,55562,15,849,23559,12,7.4,0.19,Rent,Auto,0,0
L000543,69,142544,9,320,6459,36,8.84,0.38,Mortgage,Auto,2,1
L000715,26,117926,4,499,39636,12,6.59,0.08,Own,Personal,2,1
L000863,55,64133,22,781,22648,60,11.22,0.68,Rent,Business,0,1
L000724,32,138985,21,535,1440,36,3.31,0.52,Rent,Education,1,1
L000584,29,47969,1,663,15661,60,15.13,0.23,Rent,Personal,0,0
L000650,69,149173,16,371,40911,24,16.5,0.55,Own,Home,2,0
L000640,50,100616,34,538,46138,60,11.52,0.53,Mortgage,Auto,0,1
L000801,61,132405,38,720,25949,24,13.27,0.1,Mortgage,Business,2,1
L000128,29,102447,8,365,10973,36,4.09,0.06,Mortgage,Personal,1,0
L000212,60,91691,4,322,19267,36,6.03,0.63,Rent,Auto,1,1
L000234,58,47772,9,826,30351,24,11.75,0.56,Own,Personal,0,1
L000833,25,64385,10,748,40562,36,14.92,0.11,Own,Education,0,0
L000320,38,144493,15,642,21969,24,7.64,0.56,Mortgage,Education,0,1
L000683,49,60914,7,849,4224,12,7.97,0.57,Own,Home,1,0
L000700,65,21095,14,349,16048,36,12.39,0.68,Own,Home,0,1
L000611,25,91420,2,778,38436,60,3.8,0.15,Own,Business,0,0
L000044,42,40170,28,488,49478,36,5.49,0.29,Own,Auto,1,1
L000895,42,58802,5,785,37378,12,17.17,0.79,Rent,Education,2,0
L000587,54,34325,8,767,31197,60,10.65,0.63,Own,Education,0,1
L000473,48,107192,10,597,33364,12,14.66,0.52,Mortgage,Personal,2,1
L000411,43,76113,2,669,47916,36,13.52,0.48,Mortgage,Home,1,1
L000210,30,21245,28,720,20328,60,9.27,0.28,Own,Education,0,0
L000150,29,123713,28,333,38483,36,16.67,0.13,Mortgage,Auto,0,1
L000682,25,93338,4,604,7921,36,11.32,0.17,Own,Education,1,1
L000029,59,75077,9,787,32497,60,4.28,0.74,Own,Education,1,1
L000252,27,75053,12,321,43592,12,12.93,0.16,Rent,Education,1,0
L000436,63,84828,21,464,10640,12,5.59,0.08,Own,Home,1,0
L000626,69,38114,37,773,27108,36,8.93,0.56,Rent,Business,1,0
L000329,51,26030,27,815,39068,24,9.79,0.57,Mortgage,Personal,0,1
L000181,59,75786,33,542,45837,36,10.28,0.16,Own,Personal,0,1
L000603,25,141202,1,687,16981,12,7.21,0.11,Rent,Personal,0,0
L000467,64,20955,16,497,45665,36,5.54,0.22,Rent,Education,2,0
L000510,32,142999,36,668,38728,36,7.0,0.48,Rent,Business,2,1
L000495,30,91511,32,798,28563,60,16.65,0.09,Own,Home,0,0
L000132,25,35915,8,790,5347,60,5.14,0.55,Own,Personal,1,1
L000821,63,114575,12,771,31957,24,11.91,0.64,Own,Auto,2,0
L000913,60,44125,23,831,10153,60,5.11,0.39,Own,Personal,2,1
L000755,63,40857,32,435,23234,36,7.44,0.09,Own,Personal,2,1
L000171,60,130112,1,756,34133,24,8.93,0.76,Mortgage,Business,0,1
L000342,39,55816,5,498,19609,12,9.82,0.64,Rent,Personal,0,1
L000528,27,83184,30,803,19221,36,11.51,0.73,Rent,Auto,1,0
L000695,63,122505,9,808,6162,24,11.23,0.7,Mortgage,Auto,0,0
L000461,68,38459,34,762,17983,60,6.78,0.55,Mortgage,Auto,0,1
L000710,41,127050,32,665,35517,36,3.8,0.31,Rent,Business,0,0
L000201,37,56501,1,744,43778,60,3.19,0.65,Rent,Personal,2,0
L000193,53,34389,35,837,10916,60,12.2,0.74,Rent,Auto,1,1
L000727,24,62353,27,657,18834,60,12.22,0.17,Mortgage,Personal,0,0
L000120,29,63854,17,702,41125,60,3.83,0.65,Rent,Business,0,1
L000915,28,124348,11,592,36827,36,15.46,0.28,Own,Business,2,1
L000244,54,75208,12,828,16609,60,6.62,0.45,Own,Education,0,0
L000037,69,111535,35,535,14974,24,17.18,0.6,Own,Auto,2,1
L000994,55,84662,26,470,16039,60,14.67,0.74,Mortgage,Personal,2,0
L000581,41,27791,18,324,24901,12,12.43,0.13,Mortgage,Personal,1,0
L000770,52,148155,21,700,19610,60,6.81,0.61,Mortgage,Home,0,0
L000348,40,95012,37,543,31457,36,10.88,0.72,Rent,Personal,0,0
L000768,22,107076,7,767,33659,60,11.39,0.17,Mortgage,Auto,0,0
